@relation Final_Set

@attribute projName0 String
@attribute author0 String
@attribute authorNumPosts0 numeric
@attribute isProjectMember0 {TRUE, FALSE}
@attribute isInvited0 {TRUE, FALSE}
@attribute positionInPost0 numeric
@attribute positionInPR0 numeric
@attribute replayOriginalPost0 {TRUE, FALSE}
@attribute textual0 String
@attribute numberOfWords0 numeric
@attribute hasCapitalizedWord0  {TRUE, FALSE}
@attribute hasShould0  {TRUE, FALSE}
@attribute hasHow0  {TRUE, FALSE}
@attribute hasWhat0  {TRUE, FALSE}
@attribute hasWhy0  {TRUE, FALSE}
@attribute hasCan0  {TRUE, FALSE}
@attribute hasMay0 {TRUE, FALSE}
@attribute numberQuestionmark0 numeric
@attribute sentimentScore0 numeric
@attribute hasDecisions0 {TRUE, FALSE}
@attribute numDP0 numeric
@data
"node.1077.txt_output.arff","cjihrig",1,FALSE,FALSE,0,9,FALSE,"@piscisaureus as in _setArgs()?",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","tellnes",0,FALSE,FALSE,0,10,FALSE,"I also agree with @rvagg on this. If we do need an ugly API, then let us try to find a way to not expose it.",26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-2,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",0,FALSE,FALSE,0,11,FALSE,"+1 on making this internal. See discussion in #953",9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","medikoo",0,FALSE,FALSE,0,12,FALSE,"This is quite dirty design, totally not common to similar API's, that people are familiar with.-1 on having this public, whatever on internal.",23,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","trevnorris",4,FALSE,FALSE,0,13,TRUE,"@medikoo I don't appreciate  dirty design . Yes it's uncommon, but in terms of code complexity and performance it's the cleanest.",20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","trevnorris",5,FALSE,FALSE,1,13,TRUE,"setArgs() is now _setArgs().",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",1,FALSE,FALSE,0,14,FALSE,"setArgs() is now _setArgs().",4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",2,FALSE,FALSE,1,14,FALSE,"sigh one more  private  thing that people will use",9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",5,FALSE,FALSE,1,15,TRUE,"@vkurchatkin I figured the fact that using process.nextTick() is already frowned upon, and the fact that this API isn't documented was enough. Guess a simple _ gives people a feeling of security.",32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","rvagg",2,FALSE,TRUE,0,16,FALSE,"sigh one more  private  thing that people will use",9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","rvagg",3,FALSE,TRUE,2,16,FALSE,"I echo your sigh here, could we make use of Symbol here maybe or should we just get that internal modules thing sorted out?",24,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",6,FALSE,FALSE,1,17,TRUE,"@rvagg unless we're willing to either 1) remove process.nextTick() completely, or 2) have two implementations of nexTick() (one internal, the other user facing) neither of those solutions will work.",29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",2,FALSE,TRUE,0,18,FALSE,"should we just get that internal modules thing sorted out",10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",3,FALSE,TRUE,1,18,FALSE,"we can have this without internal modules",7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",3,FALSE,TRUE,3,18,FALSE,"@trevnorris I'm thinking about 2: user facing one would be just a wrapper of internal one",16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","chrisdickinson",0,FALSE,FALSE,1,19,FALSE,"This may prove problematic for porting it to readable-stream, since it's using an API that browserify (almost certainly) does not support.",21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-1,TRUE,0
"node.1077.txt_output.arff","chrisdickinson",1,FALSE,FALSE,1,20,FALSE,"If we end up going this route, I'm in favor of going the internal module + private symbol approach for solving this so we don't expose the setArg API to the world. I really don't want a  internal only  nextTick API.",41,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","chrisdickinson",2,FALSE,FALSE,3,20,FALSE,"(This is also a fairly precarious change for readable-stream, no matter which way the flow of code goes. Either way, it may not have access to .setArg.)",27,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-1,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",3,FALSE,TRUE,0,21,FALSE,"@chrisdickinson I propose injecting private nextTick into internal modules with this new functionality. No symbols are required",17,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","chrisdickinson",2,FALSE,TRUE,0,22,FALSE,"@vkurchatkin Then we have two nextTick's, one private and one public. I'd rather just make this one sub-method private.",19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",4,FALSE,TRUE,0,23,FALSE,"@chrisdickinson  What I mean is something like this: process.nextTick = function(cb) { nextTick(cb); }. The same function, just return undefined",21,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","sam-github",0,FALSE,FALSE,1,24,FALSE,"@trevnorris can you comment on why this API is faster than",11,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","sam-github",1,FALSE,FALSE,3,24,FALSE,"I assume it was because you don't want to slice fn off the start of arguments before applying the remaing args to fn, but if you limit to one arg, you don't have to.",34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","chrisdickinson",3,FALSE,TRUE,1,25,FALSE,"@vkurchatkin How does that private nextTick get shared with _stream_readable.js?",10,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",5,FALSE,TRUE,1,26,FALSE,"it is passed as an argument to module wrapper. Not a good idea for _stream_readable.js though as it is supposed to be the same as in readable-stream, so only public APIs.",31,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","sam-github",1,FALSE,FALSE,0,27,FALSE,"Oh, and if nextTick is worth making better for use in iojs, its worth making it better for everybody, IMHO.",20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",7,FALSE,TRUE,1,28,TRUE,"@sam-github It makes the call to nextTick() polymorphic. And only allowing a single argument isn't enough in many cases. So it could possibly make the call megamorphic. Thus preventing nextTick() from being inlined.",33,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","trevnorris",8,FALSE,TRUE,1,29,TRUE,"I won't accept nextTick(callback[, ... vargs]) because of how it'll affect performance. And readable-stream only uses public API. So either we expose this or nothing goes in.",27,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","chrisdickinson",4,FALSE,TRUE,1,30,FALSE,"Just thinking through this out loud, with regards to readable streams: even with an exposed setArg API, wouldn't this preclude us from importing these changes into the streams3 readable-stream branch?",30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","sam-github",2,FALSE,TRUE,1,31,FALSE,"@trevnorris thanks, I get it. It is unfortunately ugly... but that might limit its use to just performance-critical code... which would be OK.",23,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,-1,TRUE,0
"node.1077.txt_output.arff","sam-github",3,FALSE,TRUE,2,31,FALSE,"Is megamorphic even a word? :-)",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,TRUE,0
"node.1077.txt_output.arff","trevnorris",9,FALSE,TRUE,1,32,TRUE,"@sam-github usage in only performance critical code was my plan, and the fact I've left it undocumented since we want people to use setImmediate(callback[, ... vargs]) anyway should demonstrate it's limited use case for very high performance code. Don't know if megamorphic is in any dictionary, but it is fun to say. :)",53,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","Fishrock123",0,FALSE,FALSE,1,33,FALSE,"Isn't using the arguments object like this a de-opt?",9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","Fishrock123",1,FALSE,FALSE,2,33,FALSE,"i.e. https://github.com/petkaantonov/bluebird/wiki/Optimization-killers#32-leaking-arguments",2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","chrisdickinson",5,FALSE,TRUE,1,34,FALSE,"My guess is that it should be okay in strict mode, since mutating arguments externally won't affect local values.",19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",10,FALSE,TRUE,0,35,TRUE,"As @chrisdickinson said, in 'strict mode' arguments is not a deopt.",11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",0,FALSE,FALSE,0,36,FALSE,"This definitely should deopt since arguments must be materialized but I haven't checked",13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",1,FALSE,FALSE,1,37,FALSE,"It's 33% faster to do it without arguments materialization:",9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",2,FALSE,FALSE,3,37,FALSE,"Could also declare the most often used amount of arguments to avoid arguments adaptor for those cases.",17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",2,FALSE,FALSE,5,37,FALSE,"Edit: strict mode is unrelated, the problem is that arguments object doesn't exist in the optimizing compiler and any code that behaves as if it did, cannot therefore be compiled by it",32,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","Fishrock123",1,FALSE,FALSE,0,38,FALSE,"(i have minimal versions of both slice and splice haha) https://gist.github.com/Fishrock123/98c35a0c745cb59d7496",11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","trevnorris",11,FALSE,TRUE,0,39,TRUE,"For simply timing the difference in execution duration I used the following test:",13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",12,FALSE,TRUE,1,39,TRUE,"The call itself to _setArgs() actually slows things down from around 90 ns/op to 120 ns/op. The main advantage is in cases where the callback actually does work.",28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",12,FALSE,TRUE,2,39,TRUE,"Here's another minor example using streams:",6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",12,FALSE,TRUE,3,39,TRUE,"The execution time before this patch is ~9000 ns/op, but with it around 7400 ns/op. Not a huge gain, but it does help set us up for more aggressive performance enhancements in the future.",34,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-2,TRUE,0
"node.1077.txt_output.arff","trevnorris",12,FALSE,TRUE,4,39,TRUE,"NOTE: Thanks @chrisdickinson for fixing my first Streams test.",9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",2,FALSE,FALSE,0,40,FALSE,"We can do so much faster than this, and without changing api, with either code generation or copy-paste that specializes for a certain amount of arguments passed.",27,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","petkaantonov",3,FALSE,FALSE,2,40,FALSE,"For instance calling a nextTick(fn, arg1, arg2) would create a TickCallback instance specialized to 2 arguments with an invoke method that does this.callback(this.arg1, this.arg2). You can have up to 4 different TickCallback classes before you go megamorphic, so you can specialize for 0, 1, 2 and n arguments. Actually since internally we use 0-3 arguments, we should not even specialize for n arguments at all but only 0, 1, 2 or 3.",72,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",12,FALSE,TRUE,1,41,TRUE,"@petkaantonov but the call to nextTick() would become megamorphic because the number of arguments, and type of arguments, changes. And keeping the call to nextTick() fast is my main concern. It's a small call that can be inlined, iirc, but with variadic arguments it wouldn't be.",46,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",3,FALSE,TRUE,0,42,FALSE,"@trevnorris the amount or types of arguments themselves are not inline cached in the first place. The amount of arguments passed affects only arguments adaptor trampoline which is unrelated to inline caching.",32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",4,FALSE,TRUE,2,42,FALSE,"The call to process.nextTick cannot be inlined right now because the process object is in dictionary mode and  therefore it isn't known at compile time whether process.nextTick will reference to the function at a given moment so it cannot be inlined. So to make it inlineable we only need to put the process object back into object mode after it has been stabilized.",64,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",4,FALSE,TRUE,3,42,FALSE,"Run this with --trace-inlining and you see nextTick is not inlined:",11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","petkaantonov",4,FALSE,TRUE,4,42,FALSE,"However, let's redempt process from dictionary hell:",7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","petkaantonov",4,FALSE,TRUE,5,42,FALSE,"Yay. And it doesn't matter how many arguments we pass or what types:",13,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",13,FALSE,TRUE,0,43,TRUE,"@petkaantonov Thanks for the analysis. I'll rethink the process.nextTick(cb[, ... vargs ]) API choice.",14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","trevnorris",14,FALSE,TRUE,0,44,TRUE,"@petkaantonov so... yeah. anyway, it's performing much better right now then I swear it did during my initial testing.",19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","trevnorris",15,FALSE,TRUE,1,44,TRUE,"@iojs/collaborators the API is now process.nextTick(callback[, ... vargs]). Everyone alright w/ this?",12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",6,FALSE,TRUE,1,45,FALSE,"@trevnorris is this supposed to be new public API?",9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",15,FALSE,TRUE,1,46,TRUE,"@vkurchatkin why not? it's not  leaky  as @rvagg didn't like, it's exactly the same as setImmediate() and it's very helpful for those people who do use it.",27,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,TRUE,0
"node.1077.txt_output.arff","rvagg",3,FALSE,TRUE,0,47,FALSE,"YES! see also nodejs/node-v0.x-archive#6624 and the chain of PRs and issues from there up.",14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","mscdex",1,FALSE,FALSE,1,48,FALSE,"LGTM. What kind of impact do we see in the benchmarks for the affected core modules with this latest change?",20,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","yosuke-furukawa",0,FALSE,FALSE,0,49,FALSE,"LGTM. setImmediate, setTimeout can pass the arguments.",7,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","trevnorris",16,FALSE,TRUE,1,50,TRUE,"Anyone think this is deserving of a docs update? If not then I'll merge as-is.",15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,TRUE,0
"node.1077.txt_output.arff","vkurchatkin",7,FALSE,TRUE,1,51,FALSE,"I think it does (+ semver-minor label)",7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","petkaantonov",4,FALSE,TRUE,1,52,FALSE,"This could be also merged right now as an unobservable change (with the doc changes reverted) and make the public API  release  later in a semver-minor.",26,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","trevnorris",17,FALSE,TRUE,0,53,TRUE,"Thanks @petkaantonov. That would be my preference.",7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","Fishrock123",2,FALSE,FALSE,1,54,FALSE,"@trevnorris done any benchmarks yet?",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","Fishrock123",3,FALSE,FALSE,2,54,FALSE,"I see that was the resolution as of the tc-meeting it was discussed in.",14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",18,FALSE,TRUE,1,55,TRUE,"@Fishrock123 some. Initial results showed improvements just above the margin of error. Part of the gain also comes from easier performance debugging, since functions won't DEOPT from being scoped. It's possible to create a benchmark that shows significant gains, but this is definitely a micro optimization.",46,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",19,FALSE,TRUE,1,56,TRUE,"@iojs/tc Was this supposed to have landed before the 1.7 release?",11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","cjihrig",2,FALSE,FALSE,0,57,FALSE,"LGTM. Starting CI to verify.",5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","cjihrig",3,FALSE,FALSE,0,58,FALSE,"CI: https://jenkins-iojs.nodesource.com/job/iojs+any-pr+multi/515/",2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",20,FALSE,TRUE,0,59,TRUE,"Thanks. Landed in 10e31ba.",4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.1077.txt_output.arff","jbergstroem",0,FALSE,FALSE,0,60,FALSE,"Possibly stupid question, but seeing this is server-minor - is 1.8.0 our next release?",14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.1077.txt_output.arff","rvagg",4,FALSE,TRUE,0,61,FALSE,"@jbergstroem yes, either that or 2.0.0 if we get the https://github.com/iojs/io.js/milestones/2.0.0 changes sorted out",14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","trevnorris",21,FALSE,TRUE,0,62,TRUE,"@jbergstroem this should have been merged before 1.7 but wasn't.",10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.1077.txt_output.arff","jbergstroem",1,FALSE,TRUE,0,63,FALSE,"Ok. I was pretty keen on getting 1.7.2 within a week or so with a fix to a shared build. Guessing 2.0 might make that easier since we'd branch off to master/1.x/2.x?",32,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,2,TRUE,0
"node.1077.txt_output.arff","KenanSulayman",0,FALSE,FALSE,0,64,FALSE,"🎉 🎉  Awesome! 🎉 🎉",6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,TRUE,0
"node.1077.txt_output.arff","igl",0,FALSE,FALSE,1,65,FALSE,"Since nobody mentioned it: Isn't callback.bind(ctx, ...args) the same thing? Even more extensive with the possibility of setting a context.",20,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,TRUE,0
"node.1077.txt_output.arff","petkaantonov",5,FALSE,TRUE,1,66,FALSE,"@igl Yes, well only that, it's like 100000x slower.",9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.12028.txt_output.arff","sam-github",0,FALSE,FALSE,0,0,TRUE,"Not all CLI options are supported, those that are problematic from asecurity or implementation point of view are disallowed, as are onesthat are inappropriate.",24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,FALSE,1
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,1,0,TRUE,"Disallowed because they don't make any sense to inject, they change node behaviour to fundamentally to be useful:",18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,7,0,TRUE,"--v8-options (mapped to v8's --help)",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,8,0,TRUE,"--: NODEOPT only supports options, so doesn't need a seperator between options and script",14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,TRUE,0
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,9,0,TRUE,"script.js: the main script and its CLI options can only be specified on the actual command line",17,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,TRUE,0
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,11,0,TRUE,"Disallowed because of security concerns:",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,12,0,TRUE,"--tls-cipher-list: This is the kind of thing I personally prefer to see configured by env var than by CLI, but @jasnell has concerns, and I've never seen the CLI option used, so I am prepared to wait until someone presents a use-case before allowing this in the future (if ever).",50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,TRUE,0
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,13,0,TRUE,"Disallowed because of implementation difficulties:",5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
"node.12028.txt_output.arff","sam-github",1,FALSE,FALSE,14,0,TRUE,"--expose-internals: Isn't actually implemented by the options parser, will need some code rearranged to become possible to specify in the env",21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,-1,TRUE,0
