% Generated by Discussion model rails.5329.txt
% File generated on 2017/08/02 15:59:31

@relation pr1501703971195

@attribute author String
@attribute textual String
@attribute isProjectMember {TRUE, FALSE}
@attribute isInvited {TRUE, FALSE}
@attribute numberOfWords numeric
@attribute commentsSoFar numeric
@attribute allUtterancesSoFar numeric
@attribute utterancesInCommentSoFar numeric
@attribute utteredByOriginalPoster {TRUE, FALSE}
@attribute hasCapitalizedWord {TRUE, FALSE}
@attribute containsShould {TRUE, FALSE}
@attribute hasDecisions {TRUE, FALSE}
@attribute howManyDecisions numeric
@attribute idComment numeric

@data
clifton,"Just an example of using #present? which always returns true or false. I understand your argument of whether it should be guaranteed to return a boolean or just work in a conditional statement, but again it did break API compatibility and it looks stylistically ugly to some of us to return a non-boolean value.",FALSE,TRUE,54,10,46,0,TRUE,TRUE,TRUE,TRUE,0,11
fxn,"Let's be crystal clear: no API has been changed at all",FALSE,TRUE,11,11,47,0,FALSE,TRUE,FALSE,TRUE,0,12
fxn,"Please stop making that claim and realize your app, as annoying as it can be, had a time bomb! The reaction should be:  Ouch, look we were relying on a value that was not guaranteed. Also, we were sending a non-portable value through the wire rather than ensuring it was portable. Good this upgrade made this apparent, let's fix it .",FALSE,TRUE,60,11,49,2,FALSE,TRUE,TRUE,TRUE,0,12
tarcieri," it is relying on the undocumented return value of the predicate ",FALSE,FALSE,11,12,50,0,FALSE,FALSE,FALSE,TRUE,0,13
tarcieri,"I'd almost say it's a failure of Ruby's predicate methods not to coerce to a boolean and instead presenting  truthy / falsey  values. These can be quite confusing from irb.",FALSE,FALSE,28,12,52,2,FALSE,TRUE,FALSE,TRUE,0,13
tarcieri,"+1 on coercing to true/false unless there's a legitimate performance concern which dictates otherwise. Returning nil and 0 is especially confusing considering that 0 is  truthy  in Ruby and false in most other languages.",FALSE,FALSE,34,12,54,4,FALSE,TRUE,FALSE,TRUE,0,13
fxn,"Sorry, it seems I edited a comment (thought I was replying).",FALSE,TRUE,11,13,55,0,FALSE,TRUE,FALSE,TRUE,0,14
fxn,"@clifton said the docs say otherwise because it contain the word  true . Response is:",FALSE,TRUE,14,13,56,1,FALSE,TRUE,FALSE,TRUE,0,14
fxn,"Of course not.",FALSE,TRUE,3,13,57,2,FALSE,FALSE,FALSE,TRUE,0,14
fxn,"Being true (regular font), means being true. Being false means being false (regular font). All values in Ruby are true except false and nil.",FALSE,TRUE,24,13,58,3,FALSE,TRUE,FALSE,TRUE,0,14
wagenet,"It seems like this PR is being turned down on principle vs practicality. I can't see how there is any problem with coercing the value to true or false even if that shouldn't strictly be required by Ruby conventions.",FALSE,FALSE,39,14,60,1,FALSE,TRUE,TRUE,TRUE,0,15
tarcieri,"@fxn: They're not true. They're truthy. Is truthiness good enough? Maybe for Stephen Colbert, but not for me. Please don't let truthniness replace what's actually true.",FALSE,FALSE,26,15,62,1,FALSE,TRUE,FALSE,TRUE,0,16
fxn,"Gents, you may have personal preferences regarding how you write your predicates. That's perfect.",FALSE,TRUE,14,16,63,0,FALSE,TRUE,FALSE,TRUE,0,17
fxn,"But the fact is that Ruby the programming language has clear rules about this. As most programming languages out there.",FALSE,TRUE,20,16,64,1,FALSE,TRUE,FALSE,TRUE,0,17
fxn,"Predicates typically return one of the Boolean values true or false, but this is not required, as any value other than false or nil works like true when a Boolean value is required. (The Numeric method nonzero?, for example, returns nil if the number it is invoked on is zero, and just returns the number otherwise.)",FALSE,TRUE,56,16,65,2,FALSE,TRUE,FALSE,TRUE,0,17
fxn,"That's from Flanagan & Matz.",FALSE,TRUE,5,16,66,3,FALSE,TRUE,FALSE,TRUE,0,17
fxn,"Thus, while you may have personal preferences and reflect them on your code, when your code is client code you cannot expect anything particular from a predicate unless documented.",FALSE,TRUE,29,16,68,5,FALSE,TRUE,FALSE,TRUE,0,17
fxn,"That's the way the language works.",FALSE,TRUE,6,16,69,6,FALSE,FALSE,FALSE,TRUE,0,17
vertis,"@fxn you're wrong about this",FALSE,FALSE,5,17,70,0,FALSE,FALSE,FALSE,TRUE,0,18
vertis,"returns a true/false. Which is a well documented and accepted convention for methods that end in a '?'. The new method as found in 3.1 has broken a contract, indeed the documentation you linked to makes it very clear.  Returns true if the requestâ€˜s  X-Requested-With  header contains  XMLHttpRequest ... .",FALSE,FALSE,48,17,71,1,FALSE,TRUE,FALSE,TRUE,0,18
vertis,"Changing that behaviour and then pushing the blame onto the user is not right.",FALSE,FALSE,14,17,72,2,FALSE,FALSE,FALSE,TRUE,0,18
tarcieri,"Returning 0 as an indicator of truthiness is wrong. That's not personal preference. That's common sense.",FALSE,FALSE,16,18,74,1,FALSE,TRUE,FALSE,TRUE,0,19
clifton,"http://api.rubyonrails.org/v2.3.8/classes/ActionController/Request.html#M000518 :",FALSE,TRUE,2,19,75,0,TRUE,FALSE,FALSE,TRUE,0,20
clifton,"Returns true if the requestâ€˜s  X-Requested-With  header contains  XMLHttpRequest . (The Prototype Javascript library sends this header with every Ajax request.)",FALSE,TRUE,20,19,77,2,TRUE,TRUE,FALSE,TRUE,0,20
clifton,"This method is also aliased as xhr?",FALSE,TRUE,7,19,78,3,TRUE,FALSE,FALSE,TRUE,0,20
clifton,"I suppose my last comment was moderated. Really?",FALSE,TRUE,8,19,79,4,TRUE,TRUE,FALSE,TRUE,0,20
kneath,"Regardless of ruby style, mandates, API documentation semantics... would Rails be easier to work with if this method returned true/false?",FALSE,TRUE,20,20,81,1,FALSE,TRUE,FALSE,TRUE,0,21
kneath,"Personally I would say yes. I would love to see this merged. Seems like it would keep backwards compatibility and improve the future.",FALSE,TRUE,23,20,82,2,FALSE,TRUE,FALSE,TRUE,0,21
clifton,"thank you @kneath ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘?ðŸ‘?",FALSE,TRUE,4,21,83,0,TRUE,FALSE,FALSE,TRUE,0,22
tarcieri,"+1 there @kneath",FALSE,FALSE,3,22,84,0,FALSE,FALSE,FALSE,TRUE,0,23
fxn,"@vertis wrong, the entire Rails documentation uses true and false to indicate that. That's the normal way to describe a predicate  says whether... ,  returns true if... .",FALSE,TRUE,26,23,85,0,FALSE,TRUE,FALSE,TRUE,0,24
fxn,"When we want to say the singleton true or false (which is totally unusual because it is almost never needed) we use fixed-width font.",FALSE,TRUE,24,23,86,1,FALSE,FALSE,FALSE,TRUE,0,24
fxn,"Why that convention? Because it is the convention used in Ruby predicates. You use them in conditional statements and such, never use their value unless documented.",FALSE,TRUE,26,23,87,2,FALSE,TRUE,FALSE,TRUE,0,24
bionicpill,"I think the crux of this problem is the example is trying to coerce Ruby's idea of truthiness to Javascript's idea of truthiness and they are far from aligned. The issue is not in the Ruby code which I believe is doing the correct thing. Duck typing is awesome because we don't have to force things to be true or false. If this breaks your JS, well then you need to write a smarter converter. Trying to force Ruby to be compatible with other languages sets a very bad precedent.",FALSE,FALSE,90,24,89,1,FALSE,TRUE,FALSE,TRUE,0,25
aprescott,"@tarcieri +1 on distinguishing truthiness from true.",FALSE,FALSE,7,25,90,0,FALSE,FALSE,FALSE,TRUE,0,26
aprescott,"If #xhr?'s return value shouldn't be relied upon except as either something truthy or falsy in a condition, then why was xhr? changed to 0 and nil in 0aa66f0?",FALSE,FALSE,29,25,92,2,FALSE,TRUE,TRUE,TRUE,0,26
fxn,"@tarcieri having 0 to indicate something is true in Ruby is wrong? Can you please enumerate which are the false values in Ruby?",FALSE,TRUE,23,26,93,0,FALSE,TRUE,FALSE,TRUE,0,27
fxn,"Or is Rails written in C?",FALSE,TRUE,6,26,94,1,FALSE,TRUE,FALSE,TRUE,0,27
fxn,"@aprescott because that change does not alter the contract, and removes a double negation (one in an exclamation mark, and another one in the operator).",FALSE,TRUE,25,27,96,1,FALSE,FALSE,FALSE,TRUE,0,28
tarcieri,"But seriously, I've been doing this Ruby thing for awhile, and returning 0 from a predicate method to mean true is extremely confusing.",FALSE,TRUE,23,28,97,0,FALSE,TRUE,FALSE,TRUE,0,29
tarcieri,"Things that you could return that are better than 0:",FALSE,TRUE,10,28,98,1,FALSE,FALSE,FALSE,TRUE,0,29
tarcieri," This is indeed an XMLHttpRequest ",FALSE,TRUE,5,28,104,7,FALSE,TRUE,FALSE,TRUE,0,29
tarcieri,"Any of those would be acceptable. Plzfix.",FALSE,TRUE,7,28,105,8,FALSE,TRUE,FALSE,TRUE,0,29
mboeh," Ruby doesn't require us to do X so we won't do X  isn't much of an argument. The Rails contributing guidelines discourage using and/or in favor of &&/|| -- why is this? Not due to any limitation or requirement of the language, but because it's been commonly decided that and/or have confusing semantics.",FALSE,FALSE,53,29,106,0,FALSE,TRUE,FALSE,TRUE,0,30
mboeh,"Returning truthy/falsy values from predicates rather than true/false is rude. It frequently clutters up IRB/pry/ruby-debug output.",FALSE,FALSE,16,29,107,1,FALSE,TRUE,FALSE,TRUE,0,30
mboeh,"It's also unhygienic. It risks breaking encapsulation. Consider this:",FALSE,FALSE,9,29,108,2,FALSE,TRUE,FALSE,TRUE,0,30
mboeh,"This leaks an instance variable which may be a private implementation detail of the class. You have no idea where that return value might end up being stored, considering Ruby's implicit return. You might end up having that object stick around much longer than it is needed, because it's stored somewhere far away from that original method call. So we clean it up:",FALSE,FALSE,63,29,110,4,FALSE,TRUE,FALSE,TRUE,0,30
mboeh,"So, what, we do this when it's necessary for encapsulation, and not at other times? Inconsistent and easy to apply incorrectly. It's much easier to establish a convention of returning true/false from predicates. It gives your objects a more consistent interface. It protects your implementation details. And it's friendlier to people interacting with the object in a console, or logging the results of that predicate.",FALSE,FALSE,65,29,112,6,FALSE,TRUE,FALSE,TRUE,0,30
mboeh,"!!value has been derided as cargo-cult programming in the past, but it seems to me that at this point not returning true/false from predicates has become a cargo cult itself. Please reconsider.",FALSE,FALSE,32,29,113,7,FALSE,TRUE,FALSE,TRUE,0,30
aprescott,"@fxn going to have to echo the sentiment that, to someone familiar with Ruby, documentation saying  returns true  does not mean  returns truthy object , and so the contract was altered by 0aa66f0.",FALSE,TRUE,32,30,115,1,FALSE,TRUE,FALSE,TRUE,0,31
vertis,"@fxn I disagree. Just saying you use a different font for singletons, doesn't change how everyone would read that.",FALSE,TRUE,19,31,116,0,FALSE,TRUE,FALSE,TRUE,0,32
vertis,"It's a well accepted convention that methods with a ? will return a true or false boolean value, not just work in an if statement.",FALSE,TRUE,25,31,118,2,FALSE,TRUE,FALSE,TRUE,0,32
vertis,"There are many examples of the following:",FALSE,TRUE,7,31,119,3,FALSE,FALSE,FALSE,TRUE,0,32
vertis,"In the example you're suggesting, the later method should never exist, because I can quite easily do:",FALSE,TRUE,17,31,120,4,FALSE,TRUE,TRUE,TRUE,0,32
vertis,"And it will just work.",FALSE,TRUE,5,31,121,5,FALSE,FALSE,FALSE,TRUE,0,32
vertis,"I'm with @kneath on this anyway, what's the problem? Will it cause a performance issue? The 2.3 method is more flexible, and restoring it will prevent confusion when people upgrade.",FALSE,TRUE,30,31,123,7,FALSE,TRUE,FALSE,TRUE,0,32
fxn,"@aprescott I disagree. Any predicate is documented that way. It is a natural way to express the behavior of a predicate isn't it.",FALSE,TRUE,23,32,124,0,FALSE,TRUE,FALSE,TRUE,0,33
fxn,"That is also documented http://guides.rubyonrails.org/api_documentation_guidelines.html#regular-font",FALSE,TRUE,5,32,125,1,FALSE,FALSE,FALSE,TRUE,0,33
fxn,"But users may or may not know the guidelines. Ruby programmers know a predicate returns something to be interpreted in a boolean context. You cannot expect the singletons! The singletons are for the author of the predicate, not for the caller to expect them.",FALSE,TRUE,44,32,127,3,FALSE,TRUE,FALSE,TRUE,0,33
fxn,"Personal preferences are one thing, a formal language is a different thing. Client code is client code.",FALSE,TRUE,17,32,128,4,FALSE,TRUE,FALSE,TRUE,0,33
krsmurata,"I really don't see the point on this discussion, it's just a matter of a consistent pattern within Rails regarding methods with the predicate  ? . Which is a best practice in any language/app.",FALSE,FALSE,33,33,130,1,FALSE,TRUE,FALSE,TRUE,0,34
krsmurata,"Do Rails have all ? methods returning true or false? Does this breaks the pattern? If so, this is a no brainer. But I really doubt that this is the case.",FALSE,FALSE,31,33,131,2,FALSE,TRUE,FALSE,TRUE,0,34
krsmurata,"On another hand, I personally I agree that returning true or false is more straight forward and the expected behavior, and this PR doesn't break anything, why not accept it?",FALSE,FALSE,30,33,132,3,FALSE,TRUE,FALSE,TRUE,0,34
krsmurata,"Sometimes it feels like core team is always highly defensive about core rails code.",FALSE,FALSE,14,33,133,4,FALSE,FALSE,FALSE,TRUE,0,34
tarcieri,"@fxn The least confusing symbol you can use for true is true. It seems you're defending being intentionally confusing",FALSE,TRUE,19,34,134,0,FALSE,TRUE,FALSE,TRUE,0,35
fxn,"It's a well accepted convention that methods with a ? will return a true or false boolean value, not just work in an if statement.",FALSE,TRUE,25,35,136,1,FALSE,FALSE,FALSE,TRUE,0,36
fxn,"No, it is not a well accepted convention. That's why Ruby does not require that you return the singletons and define what is true and false. Because you can use that.",FALSE,TRUE,31,35,138,3,FALSE,TRUE,FALSE,TRUE,0,36
fxn,"Look! Standard library, no singleton.",FALSE,TRUE,5,35,139,4,FALSE,TRUE,FALSE,TRUE,0,36
fxn,"People, you cannot rely on the values of predicates unless documented. Predicates are to be interpreted in boolean context.",FALSE,TRUE,19,35,140,5,FALSE,TRUE,FALSE,TRUE,0,36
clifton,"@mboeh your post mirrors my sentiments exactly. I used the (@one && @two).present? example right above yours. Thanks for putting the argument into better words.",FALSE,TRUE,25,36,141,0,TRUE,TRUE,FALSE,TRUE,0,37
clifton,"@bionicpill that JS example was contrived, and the problem was actually leaking the implementation detail to another piece of Ruby and not JavaScript.",FALSE,TRUE,23,36,142,1,TRUE,TRUE,FALSE,TRUE,0,37
fxn,"@krsmurata because there is nothing wrong about the semantics. And while I respect people may have other stylistic preferences, I write",FALSE,TRUE,21,37,143,0,FALSE,TRUE,FALSE,TRUE,0,38
fxn,"which is short and idiomatic.",FALSE,TRUE,5,37,144,1,FALSE,FALSE,FALSE,TRUE,0,38
fxn,"So it is not a matter of being defensive, it is that this is my code base. I am not going to go to your code base to tell you what your code style you should use because I expect it due to my preferences.",FALSE,TRUE,45,37,145,2,FALSE,TRUE,TRUE,TRUE,0,38
aprescott,"@fxn well, to draw a fair comparison, the documentation for File#world_writeable? doesn't make claims about returning true.",FALSE,TRUE,17,38,146,0,FALSE,TRUE,FALSE,TRUE,0,39
aprescott,"If file_name is writable by others, returns an integer representing the file permission bits of file_name. Returns nil otherwise. The meaning of the bits is platform dependent; on Unix systems, see stat(2).",FALSE,TRUE,32,38,147,1,FALSE,TRUE,FALSE,TRUE,0,39
aprescott,"Even if you accept  you can't rely on predicate method values to be true or false , the documentation between the two examples differ. If the implication in the Rails guidelines you linked to is that foo? can be described as returning  true  while not returning true, then I simply disagree with the guidelines, I suppose.",FALSE,TRUE,55,38,148,2,FALSE,TRUE,FALSE,TRUE,0,39
tarcieri,"@fxn can you at least confirm you think doing the more confusing thing here is actually a good idea? And perhaps you can actually tell us why you think it's a good idea, as opposed to just cargo culting the Ruby standard library, which, IMO, is not exactly the paragon of what I'd consider good Ruby code",FALSE,TRUE,57,39,150,1,FALSE,TRUE,FALSE,TRUE,0,40
rlivsey,"I get the argument that client code shouldn't expect / rely on the singletons being returned, but I fail to see how the downsides weigh against accepting this request.",FALSE,FALSE,29,40,151,0,FALSE,TRUE,TRUE,TRUE,0,41
rlivsey,"As far as I can tell:",FALSE,FALSE,6,40,152,1,FALSE,TRUE,FALSE,TRUE,0,41
rlivsey,"Cons for returning singletons:",FALSE,FALSE,4,40,153,2,FALSE,FALSE,FALSE,TRUE,0,41
rlivsey,"one/two extra characters in the codebase (multiplied by number of predicate methods obviously)",FALSE,FALSE,13,40,154,3,FALSE,FALSE,FALSE,TRUE,0,41
rlivsey,"maybe lulls developers into a false sense of security that all predicate methods everywhere return singletons?",FALSE,FALSE,16,40,155,4,FALSE,FALSE,FALSE,TRUE,0,41
rlivsey,"Cons for not returning singletons:",FALSE,FALSE,5,40,157,6,FALSE,FALSE,FALSE,TRUE,0,41
rlivsey,"confusing for consumers of the library, even those who have read the documentation style-guides",FALSE,FALSE,14,40,158,7,FALSE,FALSE,FALSE,TRUE,0,41
rlivsey,"leaks encapsulation",FALSE,FALSE,2,40,159,8,FALSE,FALSE,FALSE,TRUE,0,41
rlivsey,"messes up logs, forces all client code to coerce to booleans first",FALSE,FALSE,12,40,160,9,FALSE,FALSE,FALSE,TRUE,0,41
rlivsey,"messes up output in IRB/debugger",FALSE,FALSE,5,40,161,10,FALSE,TRUE,FALSE,TRUE,0,41
rlivsey,"For a framework which added in #second, #third etc... to Array I don't see extra characters of code being a good argument against accepting this, so it must be a question of purity.",FALSE,FALSE,33,40,162,11,FALSE,TRUE,FALSE,TRUE,0,41
rlivsey,"Rails famously  optimises for developer happiness , I'd have thought purity should take a close second place to obviousness where reasonable?",FALSE,FALSE,20,40,164,13,FALSE,TRUE,TRUE,TRUE,0,41
rlivsey,"My 2Â¢, worth considerably less than that!",FALSE,FALSE,7,40,165,14,FALSE,FALSE,FALSE,TRUE,0,41
fxn,"@tarcieri I have expressed the rationale enough in the whole thread I believe.",FALSE,TRUE,13,41,166,0,FALSE,TRUE,FALSE,TRUE,0,42
tarcieri,"@fxn I don't think you've touched on the issue of developer confusion at all, except perhaps trolling those that would be confused by using 0 to mean true",FALSE,TRUE,28,42,167,0,FALSE,TRUE,FALSE,TRUE,0,43
fxn,"The reason this PR is not accepted is clear. Double negations are unnecessary, the code is more clear without them. And that is why it was changed. To be idiomatic and do not force singletons when they are unnecessary.",FALSE,TRUE,39,43,168,0,FALSE,TRUE,FALSE,TRUE,0,44
fxn,"Some people would write that method in a different way. I totally respect that.",FALSE,TRUE,14,43,169,1,FALSE,TRUE,FALSE,TRUE,0,44
collin,"@fxn You/the rails documentation are doing a really great impression of Bill Clinton.",FALSE,FALSE,13,44,170,0,FALSE,TRUE,FALSE,TRUE,0,45
collin," It depends upon what the meaning of the word 'is' is. If theâ€”if heâ€”if 'is' means is and never has been, that is notâ€”that is one thing. If it means there is none, that was a completely true statement ",FALSE,FALSE,39,44,171,1,FALSE,TRUE,FALSE,TRUE,0,45
collin," regular font  true vs true is the least communicable idea I've heard in months. And this is GOP primary season.",FALSE,FALSE,20,44,172,2,FALSE,TRUE,FALSE,TRUE,0,45
tarcieri,"@fxn I'm actually not in favor of this pull request, however I would be in favor of reverting 0aa66f0",FALSE,TRUE,19,45,174,1,FALSE,TRUE,FALSE,TRUE,0,46
tarcieri,"What value does it actually add? You eliminate one boolean inverse operation? It seems like you're microoptimizing this method at the cost of confusion. Before it returned true/false. Now it returns 0/nil. true/false is a lot less confusing than 0/nil.",FALSE,TRUE,40,45,176,3,FALSE,TRUE,FALSE,TRUE,0,46
aprescott,"Is !!(a =~ b) really that much more confusing to a Ruby programmer compared to a =~ b that it warrants keeping it as the latter for this one-line method?",FALSE,TRUE,30,46,177,0,FALSE,TRUE,FALSE,TRUE,0,47
bts,"if i was playing around with a library and it returned 0 from some_method? i would immediately assume there's probably a bug in the code",FALSE,FALSE,25,47,179,1,FALSE,FALSE,FALSE,TRUE,0,48
fxn,"@tarcieri have you read the thread? in no place I've said optimization was a motivation. Motivation is to simplify the code leveraging the fact that using a boolean operator as such is valid and idiomatic.",FALSE,TRUE,35,48,181,1,FALSE,TRUE,FALSE,TRUE,0,49
mboeh,"@fxn It's not  code style  when the change bubbles up to client code. You haven't bothered to address the encapsulation, logging, or IRB arguments I and others have offered. Instead, you're persisting in treating the semantics as irrelevant. You can't justify yourself by claiming it's a matter of style while simultaneously ignoring counterarguments to that claim.",FALSE,TRUE,56,49,183,1,FALSE,TRUE,FALSE,TRUE,0,50
fxn,"@mboeh because those are not counterarguments at all. You are surprised that a predicate prints nil in IRB. Fantastic, that means you need to revise your expectations about the semantics of Ruby!",FALSE,TRUE,32,50,184,0,FALSE,TRUE,FALSE,TRUE,0,51
clifton,"@tarcieri I'd also be in agreement with reverting 0aa66f0",FALSE,TRUE,9,51,185,0,TRUE,TRUE,FALSE,TRUE,0,52
clifton,"I should have created the pull request with that instead.",FALSE,TRUE,10,51,186,1,TRUE,FALSE,TRUE,TRUE,0,52
clifton,"The kind of refactoring that's awesome for rails is the kind of optimization that @tenderlove â?¤ï¸?â?¤ï¸?â?¤ï¸? has been doing. Breaking API compatibility for a tiny amount of CPU cycles in a language that's optimized for programmer happiness rather than performance is the kind of optimization that wasn't worth 0aa66f0 in the first place.",FALSE,TRUE,53,51,188,3,TRUE,TRUE,FALSE,TRUE,0,52
clifton,"And saying the compatibility wasn't in the contract because the word true wasn't in a fixed-width font is pretty mind-boggling when the documentation clearly says it returns true.",FALSE,TRUE,28,51,189,4,TRUE,FALSE,FALSE,TRUE,0,52
clifton,"I guess we just have differing opinions.",FALSE,TRUE,7,51,190,5,TRUE,FALSE,FALSE,TRUE,0,52
clifton,"Thanks for all your great work on Rails, but I hope you can really think about this kind of issue and take a more sensible approach in the future.",FALSE,TRUE,29,51,191,6,TRUE,TRUE,FALSE,TRUE,0,52
